,STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2
24485,WI,12,U,F,3,L,F,B
24486,WA,25,U,M,3,L,D,A
24487,other,13,H,M,3,L,G,B
24488,other,47,U,F,2,L,G,D
24489,MO,49,U,F,3,L,F,B
24490,other,34,H,M,1,L,G,C
24491,other,51,H,F,2,L,F,C
24492,other,18,H,F,2,L,F,A
24493,TX,2,H,M,3,L,F,A
24494,GA,40,H,F,3,L,F,A
24495,IN,18,H,F,3,L,F,B
24496,MI,4,U,F,3,L,E,B
24497,other,36,U,F,3,L,E,C
24498,CA,18,H,M,2,L,E,A
24499,MO,24,U,F,3,L,E,A
24500,other,49,H,M,2,L,G,D
24501,MI,21,U,F,1,L,F,A
24502,GA,44,H,M,2,L,F,A
24503,other,40,H,M,3,L,E,D
24504,IL,7,H,F,3,L,E,A
24505,IL,27,U,M,3,L,F,C
24506,IL,18,U,F,3,L,F,A
24507,WI,44,U,M,1,L,E,C
24508,FL,10,H,F,3,L,F,A
24509,IN,21,U,F,3,L,F,B
24510,CA,18,U,F,1,L,E,B
24511,FL,49,H,F,3,L,F,B
24512,MI,2,H,F,3,L,F,A
24513,CA,14,H,F,2,L,G,A
24514,other,30,H,M,3,L,E,D
24515,FL,16,U,M,3,L,E,A
24516,CA,23,U,F,3,L,E,A
24517,other,36,U,M,3,L,E,D
24518,other,41,H,M,3,L,F,B
24519,CA,27,U,F,3,L,D,C
24520,CA,14,U,F,3,L,E,B
24521,other,24,H,M,3,L,F,B
24522,GA,42,H,F,3,L,F,D
24523,other,16,U,F,3,L,G,B
24524,WI,49,H,F,3,L,E,C
24525,other,53,U,F,3,L,D,D
24526,other,43,H,M,2,L,G,C
24527,CA,13,H,F,2,L,D,A
24528,CA,29,H,other,3,L,G,A
24529,MI,13,H,M,3,L,G,A
24530,CA,29,U,M,1,L,F,A
24531,IL,51,H,M,2,L,G,C
24532,WA,42,H,other,2,L,F,A
24533,CA,35,H,M,1,L,G,A
24534,TX,2,H,M,1,L,G,A
24535,CA,2,H,M,3,L,F,A
24536,other,45,U,F,3,L,G,C
24537,other,41,H,F,3,L,G,D
24538,WA,40,H,M,3,L,G,A
24539,MI,5,H,F,2,L,F,A
24540,WA,21,H,M,2,L,F,A
24541,CA,27,H,M,1,L,E,A
24542,FL,37,H,F,3,L,G,C
24543,other,39,H,F,2,L,F,C
24544,other,12,U,other,2,L,E,A
24545,GA,49,U,F,3,L,G,C
24546,FL,40,U,F,3,L,G,C
24547,IN,17,U,M,3,L,F,A
24548,FL,27,H,F,3,L,F,B
24549,other,50,U,F,3,L,E,D
24550,GA,27,H,M,3,L,D,A
24551,NC,18,H,M,3,L,F,B
24552,CA,8,U,M,3,L,D,A
24553,other,44,U,F,3,L,F,B
24554,FL,51,U,F,1,L,F,D
24555,other,34,H,M,3,L,G,C
24556,MI,46,U,F,3,L,F,C
24557,other,12,H,M,3,L,F,A
24558,IL,22,H,M,2,L,D,A
24559,FL,41,U,F,3,L,E,A
24560,WA,52,U,M,3,L,D,C
24561,MI,30,U,F,3,L,F,A
24562,TX,52,U,F,2,L,E,D
24563,IN,31,U,F,3,L,G,C
24564,TX,45,U,F,3,L,F,D
24565,other,21,H,F,3,L,G,B
24566,TX,38,H,F,2,L,F,D
24567,CA,20,H,F,2,L,F,A
24568,CA,3,H,F,1,L,F,A
24569,other,30,H,F,3,L,D,B
24570,FL,48,H,M,1,L,D,B
24571,other,39,U,F,3,L,G,C
24572,WI,11,H,M,3,L,G,B
24573,CA,21,U,F,3,L,F,A
24574,CA,31,H,M,2,L,F,A
24575,MO,10,U,F,3,L,G,A
24576,other,36,U,F,2,L,D,C
24577,IL,1,U,M,2,L,E,A
24578,WI,53,U,F,2,L,F,D
24579,TX,45,U,F,3,L,G,C
24580,IL,42,U,M,3,L,F,A
24581,GA,35,H,F,3,L,F,A
24582,TX,42,U,F,3,L,F,D
24583,WI,45,U,F,3,L,F,D
24584,other,36,H,F,2,L,G,D
24585,WA,17,H,F,2,L,F,A
24586,IL,8,U,F,3,L,D,A
24587,FL,41,H,F,3,L,E,B
24588,CA,40,U,F,3,L,F,D
24589,CA,8,H,other,3,L,E,A
24590,MI,40,H,M,2,L,F,C
24591,IL,7,U,F,3,L,F,A
24592,CA,12,U,other,2,L,D,A
24593,other,49,U,F,3,L,D,D
24594,IL,31,U,M,3,L,F,A
24595,other,28,H,M,2,L,D,C
24596,NC,24,H,M,3,L,F,B
24597,IL,20,U,F,2,L,F,A
24598,CA,52,H,F,3,L,F,B
24599,GA,35,H,other,1,L,F,A
24600,WA,39,H,M,3,L,F,C
24601,other,27,H,M,3,L,E,C
24602,other,53,U,F,3,L,F,D
24603,WA,17,U,F,3,L,E,A
24604,other,17,U,F,3,L,F,B
24605,FL,11,H,M,3,L,F,A
24606,other,43,H,M,3,L,F,B
24607,IL,27,H,F,3,L,F,A
24608,other,16,U,F,3,L,F,B
24609,WA,11,H,F,2,L,E,A
24610,CA,27,H,F,1,L,F,A
24611,FL,1,H,F,3,L,F,B
24612,other,18,H,M,3,L,F,B
24613,CA,13,U,M,1,L,E,A
24614,FL,31,H,M,3,L,E,B
24615,GA,14,H,F,3,L,F,A
24616,other,39,U,F,3,L,F,C
24617,other,34,U,F,3,L,F,A
24618,WA,30,H,F,3,L,G,B
24619,GA,21,U,F,1,L,G,A
24620,other,43,U,F,3,L,F,D
24621,other,14,H,M,3,L,F,B
24622,IN,30,H,F,2,L,D,B
24623,WI,40,H,M,3,L,E,C
24624,MI,43,H,F,2,L,E,D
24625,FL,12,H,other,2,L,F,B
24626,other,43,U,F,3,L,E,C
24627,FL,14,H,M,3,L,D,B
24628,CA,12,H,M,2,L,G,A
24629,IN,16,H,M,3,L,F,B
24630,MI,38,H,M,2,L,F,C
24631,CA,9,U,F,3,L,E,A
24632,FL,25,U,F,2,L,E,B
24633,IL,41,H,F,3,L,F,A
24634,IN,43,H,F,2,L,F,D
24635,TX,46,U,F,2,L,G,C
24636,other,38,U,F,3,L,F,B
24637,other,20,U,F,3,L,E,B
24638,CA,10,H,F,2,L,F,A
24639,other,47,H,F,2,L,F,C
24640,NC,24,H,M,3,L,E,B
24641,TX,12,U,F,3,L,E,A
24642,other,41,U,M,3,L,E,C
24643,other,50,U,F,1,L,G,D
24644,MI,40,H,F,3,L,F,A
24645,IL,5,H,M,3,L,E,A
24646,other,23,U,F,3,L,F,A
24647,WI,26,U,F,3,L,G,B
24648,other,27,U,F,2,L,F,B
24649,CA,12,H,M,3,L,F,A
24650,FL,30,H,M,3,L,D,C
24651,other,42,H,F,3,L,F,D
24652,FL,39,U,M,2,L,G,C
24653,IL,49,U,F,3,L,E,C
24654,MO,51,U,F,3,L,F,D
24655,CA,2,H,M,2,L,F,B
24656,WA,18,U,F,2,L,F,A
24657,other,2,H,other,1,L,E,B
24658,NC,46,U,M,2,L,F,D
24659,NC,50,U,F,2,L,F,D
24660,other,51,H,F,2,L,E,D
24661,IL,30,U,M,3,L,D,B
24662,WI,31,H,F,3,L,D,C
24663,other,14,H,M,3,L,F,B
24664,other,51,U,F,3,L,F,D
24665,FL,9,U,F,3,L,E,A
24666,WA,38,H,F,3,L,F,C
24667,MI,5,H,M,3,L,F,A
24668,other,40,H,F,3,L,F,B
24669,MI,21,U,F,3,L,D,B
24670,other,27,U,M,3,L,E,C
24671,IN,12,U,F,3,L,E,B
24672,IN,28,H,F,2,L,F,B
24673,CA,46,U,M,3,L,E,C
24674,other,16,H,M,1,L,F,B
24675,other,40,U,M,3,L,F,D
24676,MI,10,H,F,3,L,E,A
24677,FL,40,U,M,2,L,E,B
24678,CA,13,H,F,3,L,E,A
24679,FL,35,H,M,3,L,D,B
24680,other,38,U,F,2,L,F,B
24681,CA,15,U,M,3,L,E,A
24682,TX,40,H,M,3,L,F,A
24683,GA,41,U,F,3,L,E,D
24684,other,35,U,M,3,L,G,B
24685,CA,27,U,F,3,L,G,A
24686,CA,3,H,M,3,L,F,A
24687,CA,9,U,M,3,L,G,A
24688,MI,36,U,M,3,L,E,D
24689,WA,35,H,F,2,L,F,C
24690,TX,13,H,M,3,L,G,B
24691,other,43,U,M,2,L,E,C
24692,other,41,H,F,3,L,F,D
24693,MI,40,H,F,3,L,F,C
24694,other,18,H,M,3,L,F,B
24695,other,18,H,F,3,L,F,B
24696,TX,16,H,M,3,L,F,A
24697,GA,13,H,other,1,L,G,A
24698,TX,44,H,F,3,L,G,C
24699,other,12,U,M,3,L,F,B
24700,TX,44,H,F,2,L,E,D
24701,TX,45,U,M,3,L,F,D
24702,CA,46,U,F,3,L,F,A
24703,other,36,H,M,3,L,G,C
24704,IL,17,U,F,3,L,F,A
24705,other,16,H,M,3,L,F,B
24706,IL,40,U,F,1,L,F,B
24707,CA,24,H,M,2,L,G,A
24708,other,43,U,F,3,L,E,D
24709,FL,40,U,F,3,L,F,B
24710,other,38,H,F,3,L,E,C
24711,other,36,U,F,3,L,G,B
24712,FL,12,H,F,3,L,F,A
24713,WA,31,H,F,3,L,E,A
24714,IL,25,U,F,3,L,F,A
24715,other,16,H,F,3,L,F,B
24716,FL,36,H,F,3,L,E,C
24717,NC,39,H,M,3,L,E,B
24718,TX,45,U,F,3,L,G,D
24719,other,50,U,F,3,L,G,D
24720,FL,33,H,F,3,L,E,A
24721,CA,6,U,F,3,L,F,A
24722,other,34,U,M,3,L,F,C
24723,CA,12,H,F,2,L,E,A
24724,FL,43,H,F,3,L,D,B
24725,other,47,U,F,2,L,E,D
24726,WI,21,U,F,3,L,F,B
24727,CA,13,H,F,2,L,G,A
24728,CA,3,H,F,3,L,F,A
24729,TX,27,H,F,3,L,F,C
24730,other,51,H,F,2,L,F,D
24731,other,40,H,F,3,L,G,A
24732,CA,1,H,M,3,L,F,A
24733,MO,27,U,M,3,L,F,C
24734,IL,5,H,M,3,L,G,A
24735,MI,40,H,F,3,L,F,C
24736,other,44,H,F,1,L,F,B
24737,IL,27,H,M,3,L,F,A
24738,CA,9,U,M,3,L,E,A
24739,other,12,H,M,3,L,F,C
24740,WI,17,U,M,2,L,F,B
24741,CA,49,U,F,3,L,G,A
24742,FL,29,H,M,3,L,E,B
24743,MI,44,H,F,3,L,E,B
24744,other,53,H,F,2,L,F,B
24745,NC,49,U,F,3,L,E,C
24746,WA,39,U,M,3,L,F,B
24747,other,10,U,M,3,L,F,A
24748,FL,20,H,F,3,L,D,B
24749,WA,30,U,M,1,L,G,A
24750,other,24,H,F,3,L,E,B
24751,CA,2,U,F,3,L,F,A
24752,FL,46,U,M,3,L,G,B
24753,other,17,U,M,1,L,F,A
24754,CA,18,H,M,3,L,G,A
24755,MI,21,H,F,2,L,E,A
24756,TX,16,U,M,3,L,E,B
24757,other,41,H,F,2,L,F,D
24758,IL,17,H,M,2,L,F,A
24759,TX,14,H,F,3,L,E,A
24760,other,43,U,F,3,L,F,D
24761,FL,10,U,F,3,L,D,A
24762,FL,30,H,F,3,L,D,B
24763,CA,17,U,F,3,L,F,A
24764,TX,18,H,M,2,L,F,A
24765,GA,36,U,M,3,L,F,A
24766,other,41,U,F,2,L,F,D
24767,other,49,H,F,2,L,G,D
24768,other,39,H,M,3,L,F,B
24769,GA,41,U,F,3,L,E,D
24770,other,43,U,F,1,L,F,B
24771,other,18,U,F,3,L,F,B
24772,NC,21,H,M,3,L,G,B
24773,CA,25,H,F,3,L,G,C
24774,IN,43,H,M,3,L,D,B
24775,CA,20,H,M,3,L,G,A
24776,TX,15,H,F,3,L,D,A
24777,other,11,U,F,1,L,F,B
24778,WI,42,H,M,3,L,F,C
24779,TX,45,U,F,2,L,E,C
24780,GA,24,H,M,3,L,E,A
24781,other,22,U,F,3,L,F,D
24782,other,36,H,F,3,L,D,D
24783,FL,24,U,M,3,L,G,B
24784,FL,31,U,F,3,L,G,C
24785,MI,49,H,M,3,L,E,C
24786,WA,41,H,M,2,L,G,C
24787,TX,24,H,F,3,L,G,A
24788,FL,29,H,F,3,L,G,B
24789,IL,24,H,F,3,L,E,A
24790,MO,12,H,M,3,L,F,A
24791,IL,2,H,F,3,L,E,A
24792,other,40,U,F,3,L,F,B
24793,other,18,H,F,3,L,E,B
24794,other,45,U,F,3,L,G,D
24795,CA,21,H,M,3,L,F,A
24796,CA,36,H,M,1,L,E,D
24797,WA,21,H,M,3,L,F,A
24798,other,28,U,F,3,L,F,C
24799,MI,36,H,M,2,L,F,C
24800,IL,31,H,M,2,L,E,B
24801,TX,18,H,F,2,L,E,A
24802,other,36,H,M,3,L,G,B
24803,TX,40,H,M,3,L,G,D
24804,GA,27,H,M,2,L,D,B
24805,MI,30,H,F,2,L,F,C
24806,WA,25,H,other,2,L,F,C
24807,FL,16,U,M,3,L,D,A
24808,WA,30,H,M,2,L,F,A
24809,CA,2,H,F,3,L,E,A
24810,WI,28,H,M,3,L,F,C
24811,other,35,U,F,3,L,F,C
24812,CA,31,H,M,3,L,E,C
24813,GA,40,H,M,3,L,F,A
24814,CA,11,U,M,2,L,E,A
24815,other,18,H,F,2,L,F,A
24816,WA,40,H,M,3,L,G,C
24817,FL,11,H,F,3,L,G,B
24818,other,46,U,M,3,L,G,D
24819,CA,37,U,M,2,L,E,A
24820,other,52,H,M,3,L,D,D
24821,other,42,U,M,3,L,F,D
24822,MI,30,H,F,3,L,D,B
24823,MI,39,H,F,3,L,F,B
24824,MI,10,H,M,2,L,F,A
24825,other,35,H,M,3,L,F,A
24826,other,24,U,M,2,L,F,C
24827,CA,14,H,M,1,L,E,A
24828,other,22,H,F,3,L,E,B
24829,IN,36,U,M,2,L,E,D
24830,MO,26,U,F,3,L,F,A
24831,NC,35,H,M,3,L,G,B
24832,other,27,H,M,3,L,G,C
24833,CA,8,U,F,3,L,F,A
24834,other,37,U,F,3,L,F,B
24835,other,45,U,M,3,L,F,B
24836,TX,25,H,F,3,L,G,A
24837,TX,49,H,M,2,L,F,D
24838,CA,13,U,M,3,L,F,A
24839,IL,11,H,M,3,L,F,A
24840,NC,47,U,F,3,L,E,D
24841,other,40,U,M,3,L,G,C
24842,GA,40,H,F,3,L,F,A
24843,other,40,H,other,3,L,F,B
24844,TX,36,H,F,3,L,F,B
24845,other,36,U,F,2,L,E,C
24846,GA,22,H,M,3,L,F,C
24847,other,31,U,M,3,L,F,A
24848,other,51,H,M,2,L,F,D
24849,FL,6,H,F,2,L,G,A
24850,other,45,U,F,1,L,F,C
24851,CA,27,H,F,2,L,F,B
24852,TX,40,U,F,2,L,E,D
24853,other,37,U,F,3,L,G,C
24854,NC,36,U,M,1,L,F,C
24855,IN,27,H,F,3,L,E,C
24856,IN,49,U,M,3,L,F,B
24857,CA,17,H,M,3,L,F,A
24858,other,30,H,M,2,L,G,B
24859,WA,16,H,M,3,L,D,A
24860,MO,40,H,M,2,L,F,A
24861,CA,17,U,M,3,L,E,A
24862,CA,13,H,F,3,L,G,A
24863,IL,49,U,F,2,L,D,C
24864,CA,35,U,F,3,L,G,A
24865,GA,47,U,F,3,L,F,D
24866,MI,40,U,M,3,L,F,A
24867,FL,33,U,M,1,L,G,B
24868,other,16,H,F,3,L,F,A
24869,CA,13,U,F,3,L,F,A
24870,other,36,H,M,1,L,E,D
24871,TX,18,H,F,2,L,G,B
24872,CA,13,U,M,2,L,F,A
24873,NC,40,U,M,2,L,G,C
24874,CA,46,H,other,2,L,F,C
24875,FL,20,U,M,3,L,F,B
24876,FL,33,H,M,3,L,F,B
24877,GA,51,U,F,3,L,F,D
24878,other,51,H,M,2,L,F,D
24879,MO,30,U,F,3,L,E,C
24880,WA,40,H,M,2,L,F,C
24881,IN,44,H,F,3,L,D,D
24882,other,24,H,other,3,L,D,B
24883,NC,40,H,M,3,L,G,B
24884,FL,28,H,F,3,L,F,B
24885,FL,20,U,F,3,L,F,B
24886,other,38,U,F,3,L,G,D
24887,MO,45,U,M,3,L,G,D
24888,IL,8,H,M,3,L,F,A
24889,NC,42,H,F,2,L,E,B
24890,other,11,H,F,3,L,E,A
24891,IL,40,H,M,1,L,F,A
24892,FL,12,U,M,1,L,D,A
24893,other,40,H,F,3,L,E,D
24894,TX,40,U,F,2,L,F,A
24895,FL,8,H,F,2,L,F,A
24896,other,50,U,F,3,L,E,D
24897,IL,27,H,other,3,L,E,A
24898,FL,17,H,F,3,L,E,B
24899,other,39,H,F,3,L,F,B
24900,other,37,H,M,3,L,G,C
24901,other,40,H,F,3,L,F,B
24902,IL,49,U,M,3,L,F,C
24903,other,40,U,F,2,L,F,B
24904,other,53,H,M,2,L,G,D
24905,MO,24,H,F,3,L,F,A
24906,FL,35,H,F,2,L,E,A
24907,other,28,H,F,3,L,F,B
24908,other,30,H,F,3,L,F,B
24909,CA,14,U,F,2,L,F,A
24910,MI,30,H,M,3,L,G,C
24911,FL,36,U,F,3,L,G,B
24912,TX,41,U,F,3,L,F,A
24913,CA,6,H,F,1,L,E,A
24914,other,45,H,M,3,L,F,B
24915,NC,47,H,F,3,L,E,D
24916,other,22,U,F,3,L,G,B
24917,IN,38,U,other,3,L,E,B
24918,other,45,U,M,3,L,F,B
24919,other,46,H,F,2,L,F,A
24920,MI,21,H,F,3,L,F,A
24921,WI,5,H,F,3,L,D,B
24922,WI,17,H,other,1,L,D,B
24923,FL,40,H,M,2,L,E,B
24924,other,53,H,F,3,L,E,B
24925,FL,18,H,M,2,L,E,B
24926,GA,27,H,F,2,L,G,B
24927,MI,39,H,F,3,L,F,A
24928,WI,53,H,F,2,L,E,D
24929,other,35,U,M,1,L,F,B
24930,other,46,U,M,3,L,E,D
24931,other,43,H,F,3,L,F,B
24932,other,40,H,M,3,L,E,B
24933,FL,23,U,F,3,L,G,A
24934,IL,49,H,F,3,L,F,C
24935,other,45,U,F,3,L,F,B
24936,MI,40,H,M,3,L,F,B
24937,FL,26,U,F,3,L,F,A
24938,CA,11,H,F,3,L,E,B
24939,other,27,H,F,3,L,F,B
24940,other,43,H,M,3,L,D,C
24941,TX,24,H,M,2,L,G,A
24942,other,34,U,M,3,L,E,D
24943,IL,12,H,M,3,L,F,A
24944,GA,17,H,F,3,L,E,A
24945,MI,48,H,F,3,L,F,D
24946,NC,51,U,F,3,L,F,C
24947,other,13,H,M,3,L,E,B
24948,MO,35,H,F,3,L,F,A
24949,other,39,H,F,3,L,F,C
24950,CA,21,H,F,2,L,G,A
24951,CA,8,H,M,2,L,D,A
24952,FL,37,H,F,1,L,G,C
24953,other,40,H,M,2,L,E,B
24954,other,16,H,F,3,L,F,B
24955,CA,40,U,F,3,L,E,A
24956,other,39,H,M,3,L,G,B
24957,IN,40,H,M,3,L,G,B
24958,CA,40,H,F,2,L,F,A
24959,FL,40,U,F,3,L,E,A
24960,other,24,H,F,2,L,E,A
24961,FL,35,U,M,1,L,G,C
24962,MO,13,U,F,3,L,F,A
24963,IN,30,U,F,2,L,F,A
24964,TX,11,H,M,1,L,G,B
24965,other,24,H,F,3,L,F,C
24966,WA,27,H,F,2,L,F,C
24967,CA,24,U,F,3,L,E,A
24968,other,39,U,M,2,L,G,B
24969,MI,14,H,M,3,L,F,A
24970,TX,24,H,M,2,L,E,C
24971,IL,24,H,F,3,L,E,A
24972,IL,40,U,F,3,L,F,A
24973,CA,24,H,F,2,L,G,A
24974,NC,36,U,M,2,L,F,C
24975,WI,43,H,M,3,L,F,D
24976,other,34,H,F,1,L,G,D
24977,other,49,U,M,2,L,E,B
24978,FL,25,H,F,2,L,D,B
24979,other,36,U,M,2,L,E,D
24980,other,39,U,M,2,L,G,A
24981,other,53,H,M,3,L,F,C
24982,other,43,H,F,3,L,F,B
24983,other,14,H,M,3,L,F,B
24984,WI,21,H,F,3,L,E,B
24985,other,2,H,F,3,L,E,B
24986,other,42,H,M,3,L,F,C
24987,other,4,U,F,3,L,F,B
24988,other,36,U,F,2,L,E,C
24989,IL,24,H,F,2,L,E,A
24990,other,40,U,F,1,L,F,D
24991,NC,23,U,F,3,L,E,C
24992,WA,30,H,M,2,L,F,B
24993,FL,45,H,F,2,L,E,D
24994,IN,40,H,F,3,L,E,C
24995,other,22,U,F,3,L,G,B
24996,CA,39,H,M,3,L,F,B
24997,IL,39,U,F,2,L,G,C
24998,CA,17,U,M,3,L,G,A
24999,other,13,H,F,2,L,F,B
25000,IL,22,U,other,2,L,E,A
25001,TX,39,U,M,3,L,F,A
25002,FL,35,H,F,2,L,F,A
25003,other,21,U,M,3,L,F,B
25004,TX,25,H,M,3,L,F,A
25005,other,27,H,F,3,L,F,B
25006,other,35,H,F,3,L,G,B
25007,other,36,H,F,3,L,E,B
25008,other,44,H,M,3,L,E,C
25009,TX,24,H,M,3,L,E,C
25010,other,45,U,M,2,L,E,D
25011,other,23,H,other,3,L,E,B
25012,FL,53,H,M,3,L,F,C
25013,other,14,H,F,3,L,F,B
25014,CA,27,H,M,3,L,E,B
25015,other,25,U,M,1,L,F,B
25016,FL,12,H,F,3,L,E,B
25017,CA,15,U,M,3,L,G,A
25018,CA,19,H,M,3,L,F,A
25019,CA,18,H,M,3,L,E,A
25020,other,41,H,F,2,L,E,D
25021,TX,18,H,other,2,L,G,A
25022,IL,18,H,M,2,L,F,A
25023,other,47,U,M,3,L,F,D
25024,other,40,H,F,3,L,F,B
25025,CA,6,H,F,2,L,D,A
25026,IN,36,H,M,3,L,G,D
25027,other,45,U,F,1,L,G,D
25028,other,36,U,F,3,L,F,C
25029,other,24,H,F,3,L,F,C
25030,NC,50,U,F,3,L,E,D
25031,TX,49,U,M,2,L,E,D
25032,CA,7,H,F,3,L,G,A
25033,CA,52,U,M,3,L,F,C
25034,other,53,U,M,3,L,G,D
25035,other,36,U,F,2,L,F,D
25036,other,27,U,F,3,L,D,C
25037,CA,6,H,F,3,L,F,A
25038,IN,49,U,F,3,L,F,D
25039,CA,26,U,F,3,L,E,C
25040,FL,26,U,F,2,L,G,C
25041,other,49,U,F,3,L,F,C
25042,IN,30,H,F,3,L,E,C
25043,TX,37,U,F,2,L,D,D
25044,CA,17,H,other,2,L,F,A
25045,GA,43,H,M,2,L,F,D
25046,MI,15,U,M,2,L,G,A
25047,MI,27,H,F,3,L,F,C
25048,IL,5,U,F,2,L,F,A
25049,TX,30,H,F,3,L,E,C
25050,other,39,H,M,3,L,G,D
25051,CA,21,U,F,1,L,E,A
25052,other,40,U,F,2,L,G,B
25053,CA,40,U,F,2,L,F,A
25054,GA,16,H,M,3,L,F,B
25055,CA,11,H,F,3,L,F,A
25056,other,51,U,M,3,L,E,C
25057,other,11,H,F,3,L,F,B
25058,other,36,H,F,3,L,G,C
25059,CA,27,H,F,3,L,G,A
25060,CA,46,U,F,3,L,G,A
25061,FL,26,U,M,3,L,G,B
25062,MI,44,U,M,2,L,F,A
25063,CA,46,H,M,3,L,F,D
25064,other,9,H,F,3,L,F,B
25065,FL,17,U,M,3,L,G,B
25066,FL,29,U,F,2,L,F,B
25067,IL,49,U,M,2,L,E,C
25068,CA,3,U,F,3,L,F,B
25069,other,46,U,F,2,L,G,B
25070,CA,11,H,F,3,L,F,A
25071,other,47,U,F,3,L,D,D
25072,other,47,U,F,2,L,E,D
25073,other,12,U,F,3,L,E,C
25074,NC,40,H,M,3,L,F,C
25075,other,22,H,F,3,L,F,C
25076,FL,34,H,M,3,L,G,B
25077,TX,49,U,F,2,L,G,D
25078,other,45,H,F,2,L,G,D
25079,other,17,U,F,3,L,E,B
25080,IL,40,H,F,3,L,F,A
25081,other,18,U,M,2,L,E,A
25082,TX,36,U,F,2,L,F,C
25083,CA,41,H,F,2,L,F,B
25084,GA,24,H,F,3,L,F,B
25085,TX,11,H,F,3,L,F,D
25086,NC,22,U,F,1,L,G,B
25087,IL,35,U,M,3,L,G,A
25088,FL,29,H,F,3,L,F,B
25089,other,12,H,M,3,L,G,B
25090,NC,35,H,M,2,L,G,B
25091,CA,2,U,F,3,L,E,A
25092,other,49,H,M,3,L,F,B
25093,other,40,U,F,3,L,F,A
25094,TX,27,H,F,2,L,F,C
25095,other,51,H,F,3,L,D,B
25096,IN,35,U,F,3,L,F,C
25097,GA,47,U,F,3,L,D,D
25098,CA,24,H,F,3,L,F,A
25099,TX,30,H,F,2,L,F,B
25100,other,44,U,F,3,L,F,D
25101,IL,14,H,M,3,L,G,A
25102,other,39,H,F,3,L,F,C
25103,NC,24,U,M,3,L,E,B
25104,NC,34,H,F,3,L,G,C
25105,other,17,H,M,2,L,E,B
25106,MO,24,U,F,3,L,F,C
25107,CA,17,H,F,2,L,F,A
25108,other,41,H,M,3,L,D,D
25109,CA,19,H,F,1,L,F,A
25110,other,35,H,F,3,L,G,B
25111,other,40,H,F,2,L,F,C
25112,TX,31,U,F,3,L,D,A
25113,IL,31,H,M,2,L,F,A
25114,MI,10,U,F,3,L,F,A
25115,other,46,H,M,3,L,G,D
25116,other,26,H,F,3,L,F,B
25117,MI,48,H,M,2,L,E,D
25118,GA,35,U,M,1,L,F,B
25119,other,35,H,F,3,L,G,B
25120,TX,42,H,F,3,L,F,B
25121,other,27,U,F,3,L,F,D
25122,WA,22,U,F,3,L,G,D
25123,IL,35,U,M,2,L,F,A
25124,other,21,H,M,2,L,F,B
25125,TX,21,H,F,3,L,G,A
25126,other,30,U,F,3,L,F,B
25127,MI,10,U,F,3,L,F,A
25128,other,50,U,M,3,L,D,D
25129,IL,11,H,F,3,L,F,A
25130,NC,40,H,M,3,L,G,B
25131,IL,40,H,M,3,L,G,D
25132,TX,18,H,M,3,L,F,A
25133,IL,53,H,F,2,L,F,D
25134,IL,10,U,F,2,L,G,A
25135,other,43,U,F,3,L,F,D
25136,other,12,H,M,3,L,F,B
25137,CA,35,H,F,3,L,E,B
25138,other,1,U,F,3,L,F,B
25139,IL,14,H,M,3,L,F,A
25140,other,40,U,M,3,L,F,B
25141,CA,25,U,F,3,L,G,A
25142,WA,40,U,M,2,L,F,A
25143,other,47,H,F,3,L,F,D
25144,MO,16,U,F,1,L,G,A
25145,MO,36,H,F,2,L,E,A
25146,CA,36,H,F,2,L,E,C
25147,MI,8,H,F,3,L,F,A
25148,CA,14,H,F,2,L,F,A
25149,other,40,U,F,3,L,F,C
25150,IL,29,H,M,3,L,F,A
25151,other,51,H,F,2,L,F,D
25152,GA,48,U,F,2,L,G,D
25153,TX,37,H,F,3,L,F,D
25154,other,51,U,M,3,L,F,D
25155,MO,41,U,F,2,L,F,C
25156,other,27,H,F,3,L,F,B
25157,IL,5,H,F,3,L,F,A
25158,other,12,U,F,3,L,F,B
25159,other,49,H,F,3,L,E,D
25160,WA,40,H,M,3,L,E,C
25161,FL,27,U,F,3,L,F,B
25162,IL,2,H,F,2,L,F,A
25163,FL,23,U,M,1,L,F,A
25164,other,24,U,F,3,L,F,B
25165,FL,28,H,F,3,L,E,A
25166,other,12,H,F,3,L,G,B
25167,other,45,U,M,2,L,E,D
25168,CA,9,U,M,3,L,E,A
25169,WA,28,U,F,3,L,F,A
25170,other,18,H,M,3,L,F,A
25171,TX,12,H,M,3,L,E,B
25172,CA,2,H,F,2,L,F,A
25173,other,31,U,M,3,L,F,C
25174,other,23,U,F,3,L,F,B
25175,other,50,U,F,3,L,D,D
25176,other,22,H,F,3,L,F,B
25177,IL,27,H,M,3,L,F,A
25178,TX,18,H,F,3,L,E,A
25179,CA,22,U,M,3,L,D,A
25180,other,4,U,M,3,L,G,A
25181,CA,2,H,M,3,L,F,A
25182,other,27,U,F,3,L,G,B
25183,IL,36,U,M,3,L,G,D
25184,other,13,H,M,3,L,F,B
25185,other,49,U,M,3,L,G,D
25186,MI,13,H,F,2,L,G,A
25187,CA,7,U,M,3,L,F,A
25188,CA,19,H,M,3,L,F,A
25189,CA,6,U,F,3,L,F,A
25190,CA,51,U,M,3,L,D,A
25191,CA,8,U,F,3,L,F,A
25192,CA,13,U,F,3,L,G,A
25193,TX,46,U,F,2,L,E,B
